LAPORAN REALISASI SP2D TA 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Per Program; Kegiatan; Output; SubOutput; Komponen; SubKomponen; Akun; Item;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode Februari 2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Kementerian	:";;;;;;;;;;;;;;054;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Unit Organisasi	";;;;;;;;;;;;;;01;BADAN PUSAT STATISTIK;;;;;;;;;;;;;;;;;;;
"Satuan Kerja   	:";;;;;;;;;;;;;;018839;BADAN PUSAT STATISTIK KAB. MAJALENGKA;;;;;;;;;;;;;Hal 1 dari;;; 44;;;
Uraian;;;;;;;;;;;;;;;;;Pagu Revisi;;Lock Pagu;;Realisasi TA 2026;;;;;;;;;SISA ANGGARAN;;;;
;;;;;;;;;;;;;;;;;;;;;Periode Lalu;;Periode Ini;s.d. Periode ;;;%;;;;;;;
;;;;;;;;;;;;;000470. transport lokal petugas pemeriksaan lapangan laporan pemotongan ternak bulanan;;;510.000;;0;;;;0;0;;0;;;0,00 %;;510.000;;;;
;;;;;;;;;;;;;000471. transport lokal petugas pemeriksaan lapangan laporan tahunan perusahaan budidaya ikan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000472. transport lokal petugas pemeriksaan lapangan laporan tahunan perusahaan peternakan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000473. transport lokal petugas pemeriksaan lapangan ;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;listing survei kesejahteraan petani (skp);;;340.000;;0;;;;0;0;;;;;;;340.000;;;;
;;;;;;;;;;;;;000474. transport lokal petugas pemeriksaan lapangan survei kesejahteraan petani (skp);;;850.000;;0;;;;0;0;;0;;;0,00 %;;850.000;;;;
;;;;;;;;;;;;;000475. transport lokal petugas pemeriksaan lapangan survei perusahaan kehutanan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;4.413.000;;0;;;;0;0;;0;;;0,00 %;;4.413.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;4.413.000;;0;;;;0;0;;0;;;0,00 %;;4.413.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;888.000;;0;;;;0;0;;0;;;0,00 %;;888.000;;;;
;;;;;;;;;;;;;000476. biaya konsumsi pelatihan petugas survei kesejahteraan petani;;;588.000;;0;;;;0;0;;0;;;0,00 %;;588.000;;;;
;;;;;;;;;;;;;000477. perlengkapan pelatihan petugas survei kesejahteraan petani;;;300.000;;0;;;;0;0;;0;;;0,00 %;;300.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;;;;;;;000478. honor pengajar pelatihan petugas survei kesejahteraan petani;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;521219;;;;;Belanja Barang Non Operasional Lainnya;;;;17.000;;0;;;;0;0;;0;;;0,00 %;;17.000;;;;
;;;;;;;;;;;;;000479. pengiriman dokumen dari kabupaten/kota ke provinsi;;;17.000;;0;;;;0;0;;0;;;0,00 %;;17.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;1.579.000;;0;;;;0;0;;0;;;0,00 %;;1.579.000;;;;
;;;;;;;;;;;;;000480. pencetakan buku pedoman survei kesejahteraan petani;;;609.000;;0;;;;0;0;;0;;;0,00 %;;609.000;;;;
;;;;;;;;;;;;;000481. pencetakan kuesioner kehutanan;;;55.000;;0;;;;0;0;;0;;;0,00 %;;55.000;;;;
;;;;;;;;;;;;;000482. pencetakan kuesioner statistik peternakan;;;65.000;;0;;;;0;0;;0;;;0,00 %;;65.000;;;;
;;;;;;;;;;;;;000483. pengadaan atk di kab/kota;;;425.000;;0;;;;0;0;;0;;;0,00 %;;425.000;;;;
;;;;;;;;;;;;;000484. pengadaan komputer supplies di kab/kota;;;425.000;;0;;;;0;0;;0;;;0,00 %;;425.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;930.000;;0;;;;0;0;;0;;;0,00 %;;930.000;;;;
;;;;;;;;;;;;;000485. transport pelatihan petugas survei kesejahteraan petani;;;930.000;;0;;;;0;0;;0;;;0,00 %;;930.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;2.715.000;;0;;;;0;400.000;;400.000;;;14,73 %;;2.315.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;2.715.000;;0;;;;0;400.000;;400.000;;;14,73 %;;2.315.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;2.250.000;;0;;;;0;400.000;;400.000;;;17,78 %;;1.850.000;;;;
;;;;;;;;;;;;;000486. biaya paket data pengumpulan data laporan pemotongan ternak bulanan;;;2.200.000;;0;;;;0;400.000;;400.000;;;18,18 %;;1.800.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000487. biaya paket data pengumpulan laporan tahunan perusahaan budidaya ikan;;;50.000;;0;;;;0;0;;0;;;0,00 %;;50.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;465.000;;0;;;;0;0;;0;;;0,00 %;;465.000;;;;
;;;;;;;;;;;;;000488. pengawasan dari kabupaten ke kecamatan;;;465.000;;0;;;;0;0;;0;;;0,00 %;;465.000;;;;
;GG.2910;;;;;;;Penyediaan dan Pengembangan Statistik Tanaman Pangan, Hortikultura, dan Perkebunan;;;;;;;;525.901.000;;13.255.000;;;;3.937.000;54.355.000;;58.292.000;;;11,08 %;;454.354.000;;;;
;;BMA;;;;Data dan Informasi Publik;;;;;;;;;;525.901.000;;13.255.000;;;;3.937.000;54.355.000;;58.292.000;;;11,08 %;;454.354.000;;;;
;;BMA.007;;;;;;;;PUBLIKASI/ LAPORAN STATISTIK TANAMAN PANGAN;;;;;;472.164.000;;0;;;;3.937.000;52.003.000;;55.940.000;;;11,85 %;;416.224.000;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;371.715.000;;0;;;;0;27.547.000;;27.547.000;;;7,41 %;;344.168.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;371.715.000;;0;;;;0;27.547.000;;27.547.000;;;7,41 %;;344.168.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;340.605.000;;0;;;;0;23.557.000;;23.557.000;;;6,92 %;;317.048.000;;;;
;;;;;;;;;;;;;000521. honor petugas pendataan lapangan kerangka sampel area (ksa) jagung;;;59.136.000;;0;;;;0;4.928.000;;4.928.000;;;8,33 %;;54.208.000;;;;
;;;;;;;;;;;;;000522. honor petugas pendataan lapangan kerangka sampel area (ksa) padi;;;195.360.000;;0;;;;0;16.280.000;;16.280.000;;;8,33 %;;179.080.000;;;;
;;;;;;;;;;;;;000523. honor petugas pendataan lapangan survei pertanian tanaman pangan/ubinan padi;;;37.179.000;;0;;;;0;567.000;;567.000;;;1,53 %;;36.612.000;;;;
;;;;;;;;;;;;;000524. honor petugas pendataan lapangan survei pertanian tanaman pangan/ubinan palawija;;;20.574.000;;0;;;;0;1.782.000;;1.782.000;;;8,66 %;;18.792.000;;;;
;;;;;;;;;;;;;000525. honor petugas pendataan lapangan updating listing blok sensus survei pertanian tanaman pangan/ubinan palawija;;;13.515.000;;0;;;;0;0;;0;;;0,00 %;;13.515.000;;;;
;;;;;;;;;;;;;000526. honor petugas pengolahan survei pertanian tanaman pangan/ubinan padi;;;7.803.000;;0;;;;0;0;;0;;;0,00 %;;7.803.000;;;;
;;;;;;;;;;;;;000527. honor petugas pengolahan survei pertanian tanaman pangan/ubinan palawija;;;4.318.000;;0;;;;0;0;;0;;;0,00 %;;4.318.000;;;;
;;;;;;;;;;;;;000528. honor petugas pengolahan updating listing blok sensus survei pertanian tanaman pangan/ubinan palawija;;;2.720.000;;0;;;;0;0;;0;;;0,00 %;;2.720.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;31.110.000;;0;;;;0;3.990.000;;3.990.000;;;12,83 %;;27.120.000;;;;
;;;;;;;;;;;;;000529. transport lokal petugas pemeriksaan lapangan data luas panen setahun/sp;;;340.000;;0;;;;0;0;;0;;;0,00 %;;340.000;;;;
;;;;;;;;;;;;;000530. transport lokal petugas pemeriksaan lapangan kerangka sampel area (ksa) jagung;;;5.440.000;;0;;;;0;1.240.000;;1.240.000;;;22,79 %;;4.200.000;;;;
;;;;;;;;;;;;;000531. transport lokal petugas pemeriksaan lapangan kerangka sampel area (ksa) padi;;;17.850.000;;0;;;;0;2.750.000;;2.750.000;;;15,41 %;;15.100.000;;;;
;;;;;;;;;;;;;000532. transport lokal petugas pemeriksaan lapangan survei pertanian tanaman pangan/ubinan padi;;;3.570.000;;0;;;;0;0;;0;;;0,00 %;;3.570.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000533. transport lokal petugas pemeriksaan lapangan survei pertanian tanaman pangan/ubinan palawija;;;2.040.000;;0;;;;0;0;;0;;;0,00 %;;2.040.000;;;;
;;;;;;;;;;;;;000534. transport lokal petugas pemeriksaan lapangan updating listing blok sensus survei pertanian tanaman pangan/ubinan palawija;;;1.190.000;;0;;;;0;0;;0;;;0,00 %;;1.190.000;;;;
;;;;;;;;;;;;;000535. transport lokal petugas pendataan lapangan data luas panen setahun/sp;;;510.000;;0;;;;0;0;;0;;;0,00 %;;510.000;;;;
;;;;;;;;;;;;;000536. transport lokal petugas pengolahan data luas panen setahun/sp;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;051;;;;;Persiapan;;;;;;;24.727.000;;0;;;;3.937.000;17.396.000;;21.333.000;;;86,27 %;;3.394.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;24.727.000;;0;;;;3.937.000;17.396.000;;21.333.000;;;86,27 %;;3.394.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;10.086.000;;0;;;;2.050.000;8.036.000;;10.086.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000537. konsumsi pelatihan petugas pendataan ksa (1x makan  2x snack);;;8.036.000;;0;;;;0;8.036.000;;8.036.000;;;100,00 %;;0;;;;
;;;;;;;;;;;;;000538. perlengkapan pelatihan petugas pendataan ksa;;;2.050.000;;0;;;;2.050.000;0;;2.050.000;;;100,00 %;;0;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;1.998.000;;0;;;;1.887.000;0;;1.887.000;;;94,44 %;;111.000;;;;
;;;;;;;;;;;;;000539. honor pengajar pelatihan petugas pendataan ksa;;;1.998.000;;0;;;;1.887.000;0;;1.887.000;;;94,44 %;;111.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;1.793.000;;0;;;;0;0;;0;;;0,00 %;;1.793.000;;;;
;;;;;;;;;;;;;000540. pencetakan daftar sp dan sub-s;;;1.393.000;;0;;;;0;0;;0;;;0,00 %;;1.393.000;;;;
;;;;;;;;;;;;;000541. pengadaan atk di kab/kota;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;;;;;;;000542. pengadaan komputer supplies di kab/kota;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;10.850.000;;0;;;;0;9.360.000;;9.360.000;;;86,27 %;;1.490.000;;;;
;;;;;;;;;;;;;000543. transport lokal pelatihan petugas pendataan ksa;;;10.850.000;;0;;;;0;9.360.000;;9.360.000;;;86,27 %;;1.490.000;;;;
;;;;052;;;;;Pengumpulan Data;;;;;;;75.722.000;;0;;;;0;7.060.000;;7.060.000;;;9,32 %;;68.662.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;75.722.000;;0;;;;0;7.060.000;;7.060.000;;;9,32 %;;68.662.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;30.550.000;;0;;;;0;3.800.000;;3.800.000;;;12,44 %;;26.750.000;;;;
;;;;;;;;;;;;;000544. biaya paket data pengumpulan data kerangka sampel area (ksa) jagung;;;9.350.000;;0;;;;0;1.400.000;;1.400.000;;;14,97 %;;7.950.000;;;;
;;;;;;;;;;;;;000545. biaya paket data pengumpulan data kerangka sampel area (ksa) padi;;;21.200.000;;0;;;;0;2.400.000;;2.400.000;;;11,32 %;;18.800.000;;;;
;;;;;;;521219;;;;;Belanja Barang Non Operasional Lainnya;;;;42.067.000;;0;;;;0;2.950.000;;2.950.000;;;7,01 %;;39.117.000;;;;
;;;;;;;;;;;;;000546. biaya penggantian biaya responden survei ;;;27.081.000;;0;;;;0;1.180.000;;1.180.000;;;4,36 %;;25.901.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;pertanian tanaman pangan/ubinan padi;;;27.081.000;;0;;;;0;1.180.000;;;;;;;25.901.000;;;;
;;;;;;;;;;;;;000547. biaya penggantian biaya responden survei pertanian tanaman pangan/ubinan palawija;;;14.986.000;;0;;;;0;1.770.000;;1.770.000;;;11,81 %;;13.216.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;2.455.000;;0;;;;0;0;;0;;;0,00 %;;2.455.000;;;;
;;;;;;;;;;;;;000646. Perjalanan dalam rangka konsultasi;;;2.455.000;;0;;;;0;0;;0;;;0,00 %;;2.455.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;650.000;;0;;;;0;310.000;;310.000;;;47,69 %;;340.000;;;;
;;;;;;;;;;;;;000548. pengawasan dari kabupaten ke kecamatan;;;650.000;;0;;;;0;310.000;;310.000;;;47,69 %;;340.000;;;;
;;BMA.008;;;;;;;;PUBLIKASI/LAPORAN STATISTIK HORTIKULTURA DAN PERKEBUNAN;;;;;;53.737.000;;13.255.000;;;;0;2.352.000;;2.352.000;;;4,38 %;;38.130.000;;;;
;;;;005;;;;;Dukungan Penyelenggaraan Tugas dan Fungsi Unit;;;;;;;24.576.000;;0;;;;0;0;;0;;;0,00 %;;24.576.000;;;;
;;;;;005.0A;;;;;;TANPA SUB KOMPONEN;;;;;24.576.000;;0;;;;0;0;;0;;;0,00 %;;24.576.000;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;19.306.000;;0;;;;0;0;;0;;;0,00 %;;19.306.000;;;;
;;;;;;;;;;;;;000489. honor petugas pendataan lapangan listing bs indeks komstrat;;;3.504.000;;0;;;;0;0;;0;;;0,00 %;;3.504.000;;;;
;;;;;;;;;;;;;000490. honor petugas pengolahan survei perusahaan perkebunan tahunan;;;17.000;;0;;;;0;0;;0;;;0,00 %;;17.000;;;;
;;;;;;;;;;;;;000491. honor petugas pendataan lapangan rumah tangga indeks komstrat;;;12.444.000;;0;;;;0;0;;0;;;0,00 %;;12.444.000;;;;
;;;;;;;;;;;;;000492. honor petugas pendataan lapangan survei perusahaan hortikultura;;;158.000;;0;;;;0;0;;0;;;0,00 %;;158.000;;;;
;;;;;;;;;;;;;000493. honor petugas pendataan lapangan survei perusahaan perkebunan bulanan;;;744.000;;0;;;;0;0;;0;;;0,00 %;;744.000;;;;
;;;;;;;;;;;;;000494. honor petugas pendataan lapangan survei perusahaan perkebunan tahunan;;;85.000;;0;;;;0;0;;0;;;0,00 %;;85.000;;;;
;;;;;;;;;;;;;000495. honor petugas pendataan lapangan survei usaha hortikultura lainnya;;;318.000;;0;;;;0;0;;0;;;0,00 %;;318.000;;;;
;;;;;;;;;;;;;000496. honor petugas pendataan lapangan updating direktori perusahaan pertanian (dpp) dan direktori usaha pertanian lainnya (dutl);;;1.848.000;;0;;;;0;0;;0;;;0,00 %;;1.848.000;;;;
;;;;;;;;;;;;;000497. honor petugas pengolahan survei perusahaan hortikultura;;;32.000;;0;;;;0;0;;0;;;0,00 %;;32.000;;;;
;;;;;;;;;;;;;000498. honor petugas pengolahan survei perusahaan perkebunan bulanan;;;156.000;;0;;;;0;0;;0;;;0,00 %;;156.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;5.270.000;;0;;;;0;0;;0;;;0,00 %;;5.270.000;;;;
;;;;;;;;;;;;;000499. transport lokal petugas pemeriksaan lapangan listing bs indeks komstrat;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000500. transport lokal petugas pendataan lapangan ;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;updating direktori perusahaan pertanian (dpp) dan direktori usaha pertanian lainnya (du;;;170.000;;0;;;;0;0;;;;;;;170.000;;;;
;;;;;;;;;;;;;000501. transport lokal petugas pemeriksaan lapangan rumah tangga indeks komstrat;;;3.740.000;;0;;;;0;0;;0;;;0,00 %;;3.740.000;;;;
;;;;;;;;;;;;;000502. transport lokal petugas pemeriksaan lapangan survei perusahaan hortikultura;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000503. transport lokal petugas pemeriksaan lapangan survei perusahaan perkebunan bulanan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000504. transport lokal petugas pemeriksaan lapangan survei perusahaan perkebunan tahunan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000505. transport lokal petugas pemeriksaan lapangan survei usaha hortikultura lainnya;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000506. transport lokal petugas pemeriksaan lapangan updating direktori perusahaan pertanian (dpp) dan direktori usaha pertanian lainnya (;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000507. transport lokal petugas pendataan lapangan survei perusahaan perkebunan bulanan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;;;;;;;;;;000508. transport lokal petugas pendataan lapangan survei perusahaan perkebunan tahunan;;;170.000;;0;;;;0;0;;0;;;0,00 %;;170.000;;;;
;;;;051;;;;;PERSIAPAN;;;;;;;22.372.000;;13.255.000;;;;0;2.352.000;;2.352.000;;;10,51 %;;6.765.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;22.372.000;;13.255.000;;;;0;2.352.000;;2.352.000;;;10,51 %;;6.765.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;3.538.000;;0;;;;0;2.352.000;;2.352.000;;;66,48 %;;1.186.000;;;;
;;;;;;;;;;;;;000509. biaya paket data pelatihan petugas survei perkebunan tahunan dan updating direktori upb dan utl;;;200.000;;0;;;;0;0;;0;;;0,00 %;;200.000;;;;
;;;;;;;;;;;;;000510. konsumsi pelatihan petugas survei perkebunan tahunan dan updating direktori upb dan utl (2 snack  1 makan);;;686.000;;0;;;;0;0;;0;;;0,00 %;;686.000;;;;
;;;;;;;;;;;;;000511. perlengkapan pelatihan petugas survei perkebunan tahunan dan updating direktori upb dan utl;;;300.000;;0;;;;0;0;;0;;;0,00 %;;300.000;;;;
;;;;;;;;;;;;;000649. konsumsi pelatihan petugas pendataan Komstrat (1x makan 2x snack);;;2.352.000;;0;;;;0;2.352.000;;2.352.000;;;100,00 %;;0;;;;
;;;;;;;521213;;;;;Belanja Honor Output Kegiatan;;;;2.775.000;;0;;;;0;0;;0;;;0,00 %;;2.775.000;;;;
;;;;;;;;;;;;;000512. honor pengajar pelatihan petugas survei perkebunan tahunan dan updating direktori upb dan utl;;;999.000;;0;;;;0;0;;0;;;0,00 %;;999.000;;;;
;;;;;;;;;;;;;000650. honor pengajar pelatihan petugas pendataan komstrat;;;1.776.000;;0;;;;0;0;;0;;;0,00 %;;1.776.000;;;;
;;;;;;;521811;;;;;Belanja Barang Persediaan Barang Konsumsi;;;;15.439.000;;13.255.000;;;;0;0;;0;;;0,00 %;;2.184.000;;;;
;;;;;;;;;;;;;000513. pencetakan dokumen survei perkebunan;;;184.000;;0;;;;0;0;;0;;;0,00 %;;184.000;;;;
;;;;;;;;;;;;;000514. pengadaan atk di kab/kota;;;7.628.000;;6.628.000;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;000515. pengadaan komputer supplies di kab/kota;;;7.627.000;;6.627.000;;;;0;0;;0;;;0,00 %;;1.000.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;620.000;;0;;;;0;0;;0;;;0,00 %;;620.000;;;;
;;;;;;;;;;;;;000516. transport lokal pelatihan petugas survei perkebunan tahunan dan updating direktori upb dan utl;;;620.000;;0;;;;0;0;;0;;;0,00 %;;620.000;;;;
;;;;052;;;;;PENGUMPULAN DATA;;;;;;;6.789.000;;0;;;;0;0;;0;;;0,00 %;;6.789.000;;;;
;;;;;052.0A;;;;;;TANPA SUB KOMPONEN;;;;;6.789.000;;0;;;;0;0;;0;;;0,00 %;;6.789.000;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;5.814.000;;0;;;;0;0;;0;;;0,00 %;;5.814.000;;;;
;;;;;;;;;;;;;000517. biaya paket data pengumpulan data indeks komstrat;;;2.000.000;;0;;;;0;0;;0;;;0,00 %;;2.000.000;;;;
;;;;;;;;;;;;;000518. biaya paket data pengumpulan data survei usaha hortikultura lainnya;;;150.000;;0;;;;0;0;;0;;;0,00 %;;150.000;;;;
;;;;;;;;;;;;;000519. biaya paket data pengumpulan data updating direktori perusahaan pertanian (dpp) dan direktori usaha pertanian lainnya (dutl);;;150.000;;0;;;;0;0;;0;;;0,00 %;;150.000;;;;
;;;;;;;;;;;;;000651. konsumsi evaluasi triwulanan pendataan Komstrat (1x makan 1x snack);;;2.964.000;;0;;;;0;0;;0;;;0,00 %;;2.964.000;;;;
;;;;;;;;;;;;;000652. perlengkapan petugas pendataan Komstrat;;;550.000;;0;;;;0;0;;0;;;0,00 %;;550.000;;;;
;;;;;;;524113;;;;;Belanja Perjalanan Dinas Dalam Kota;;;;975.000;;0;;;;0;0;;0;;;0,00 %;;975.000;;;;
;;;;;;;;;;;;;000520. pengawasan dari kabupaten ke kecamatan;;;975.000;;0;;;;0;0;;0;;;0,00 %;;975.000;;;;
;WA;;Program Dukungan Manajemen;;;;;;;;;;;;;7.128.168.000;;0;;;;318.104.021;354.768.414;;672.872.435;;;9,44 %;;6.455.295.565;;;;
;WA.2886;;;;;;;Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya BPS Provinsi;;;;;;;;7.128.168.000;;0;;;;318.104.021;354.768.414;;672.872.435;;;9,44 %;;6.455.295.565;;;;
;;EBA;;;;Layanan Dukungan Manajemen Internal;;;;;;;;;;5.429.010.000;;0;;;;318.104.021;354.068.414;;672.172.435;;;12,38 %;;4.756.837.565;;;;
;;EBA.956;;;;;;;;Layanan BMN;;;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;051;;;;;Tanpa Komponen;;;;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;;;;524111;;;;;Belanja Perjalanan Dinas Biasa;;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;;;;;;;;;;;;000549. Perjalanan dalam rangka administrasi BMN;;;1.615.000;;0;;;;0;0;;0;;;0,00 %;;1.615.000;;;;
;;EBA.962;;;;;;;;Layanan Umum;;;;;;4.507.000;;0;;;;0;3.230.000;;3.230.000;;;71,67 %;;1.277.000;;;;
;;;;051;;;;;Tanpa Komponen;;;;;;;4.507.000;;0;;;;0;3.230.000;;3.230.000;;;71,67 %;;1.277.000;;;;
;;;;;051.0A;;;;;;TANPA SUB KOMPONEN;;;;;4.507.000;;0;;;;0;3.230.000;;3.230.000;;;71,67 %;;1.277.000;;;;
;"*Lock Pagu adalah jumlah pagu yang sedang dalam proses usulan revisi DIPA atau POK. Lock pagu akan hilang setelah usulan revisi DIPA/POK selesai menjadi DIPA.
*SPM Koreksi dalam proses akan masuk sebagai realisasi akhir";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;521211;;;;;Belanja Bahan;;;;4.507.000;;0;;;;0;3.230.000;;3.230.000;;;71,67 %;;1.277.000;;;;
;;;;;;;;;;;;;000605. Konsumsi Rapat;;;4.507.000;;0;;;;0;3.230.000;;3.230.000;;;71,67 %;;1.277.000;;;;
;;EBA.994;;;;;;;;Layanan Perkantoran;;;;;;5.422.888.000;;0;;;;318.104.021;350.838.414;;668.942.435;;;12,34 %;;4.753.945.565;;;;
;;;;001;;;;;Gaji dan Tunjangan;;;;;;;4.757.217.000;;0;;;;313.489.396;311.295.234;;624.784.630;;;13,13 %;;4.132.432.370;;;;
;;;;;001.0A;;;;;;TANPA SUB KOMPONEN;;;;;4.757.217.000;;0;;;;313.489.396;311.295.234;;624.784.630;;;13,13 %;;4.132.432.370;;;;
;;;;;;;511111;;;;;Belanja Gaji Pokok PNS;;;;1.515.844.000;;0;;;;113.095.120;103.970.720;;217.065.840;;;14,32 %;;1.298.778.160;;;;
;;;;;;;;;;;;;000550. Belanja Gaji Pokok PNS;;;1.296.099.000;;0;;;;113.095.120;103.970.720;;217.065.840;;;16,75 %;;1.079.033.160;;;;
;;;;;;;;;;;;;000551. Belanja Gaji Pokok PNS (13);;;110.352.000;;0;;;;0;0;;0;;;0,00 %;;110.352.000;;;;
;;;;;;;;;;;;;000552. Belanja Gaji Pokok PNS (14);;;109.393.000;;0;;;;0;0;;0;;;0,00 %;;109.393.000;;;;
